timestamp, rr, since_start 

1676014431209,1214,17603
1676014433236,1215,18818
1676014434226,1206,20024
1676014435215,1197,21221
1676014436203,1165,22386
1676014437238,1122,23508
1676014438230,1217,24725
1676014440210,1196,25921
1676014441245,1079,27000
1676014442236,1095,28095
1676014443222,998,29093
1676014444215,1079,30172
1676014444252,1013,31185
1676014445430,903,32088
1676014446420,895,32983
1676014447410,874,33857
1676014448397,844,34701
1676014449389,983,35684
1676014450383,1112,36796
1676014451369,1097,37893
1676014452358,1087,38980
1676014453348,1048,40028
1676014455330,950,40978
1676014456320,918,41896
1676014461269,1224,43120
1676014462260,1248,44368
1676014464239,1353,45721
1676014465229,1360,47081
1676014466219,1335,48416
1676014468695,1293,49709
1676014469683,1318,51027
1676014470674,1337,52364
1676014471663,1297,53661
1676014473644,1284,54945
1676014474635,1293,56238
1676014475625,1280,57518
1676014477605,1271,58789
1676014478594,1325,60114
1676014479585,1333,61447
1676014480574,1306,62753
1676014482554,1273,64026
1676014483543,1230,65256
1676014484534,1231,66487
1676014485525,1261,67748
1676014487502,1312,69060
1676014488492,1304,70364
1676014489486,1296,71660
1676014491464,1250,72910
1676014492454,1250,74160
1676014494435,1257,75417
1676014495424,1265,76682
1676014496414,1320,78002
1676014497404,1391,79393
1676014498394,1350,80743
1676014500374,1284,82027
1676014501364,1253,83280
1676014502354,1283,84563
1676014504334,1247,85810
1676014505324,1264,87074
1676014506314,1324,88398
1676014508294,1374,89772
1676014509284,1312,91084
1676014510274,1261,92345
1676014511264,1237,93582
1676014512254,1257,94839
1676014514234,1247,96086
1676014515224,1228,97314
1676014517699,1284,98598
1676014518688,1342,99940
1676014519679,1419,101359
1676014520669,1315,102674
1676014522648,1257,103931
1676014523636,1227,105158
1676014524628,1228,106386
1676014525618,1233,107619
1676014527598,1256,108875
1676014528588,1282,110157
1676014529578,1409,111566
1676014531558,1381,112947
1676014532548,1308,114255
1676014533537,1268,115523
1676014534528,1251,116774
1676014536508,1246,118020
1676014537498,1249,119269
1676014538487,1237,120506
1676014541458,1252,121758
1676014541515,1349,123107
1676014542448,1290,124397
1676014544429,1269,125666
1676014545418,1281,126947
1676014546408,1216,128163
1676014547396,1225,129388
1676014548388,1242,130630
1676014550368,1297,131927
1676014551358,1372,133299
1676014552346,1390,134689
1676014554328,1291,135980
1676014555318,1260,137240
1676014556308,1238,138478
1676014557299,1244,139722
1676014559278,1253,140975
1676014560268,1284,142259
1676014561261,1267,143526
1676014563238,1291,144817
1676014564228,1334,146151
1676014565218,1409,147560
1676014567693,1365,148925
1676014568683,1334,150259
1676014569673,1273,151532
1676014571653,1271,152803
1676014572643,1290,154093
1676014573631,1258,155351
1676014574624,1275,156626
1676014576603,1291,157917
1676014577591,1343,159260
1676014579573,1394,160654
1676014580563,1362,162016
1676014581553,1372,163388
1676014583533,1352,164740
1676014584521,1358,166098
1676014585513,1267,167365
1676014586503,1259,168624
1676014587492,1184,169808
1676014588481,1100,170908
1676014589473,943,171851
1676014591948,901,172752
1676014594435,884,173636
1676014594451,903,174539
1676014595411,872,175411
1676014596401,829,176240
1676014597391,804,177044
1676014598388,788,177832
1676014598438,771,178603
1676014599371,754,179357
1676014600362,740,180097
1676014601353,727,180824
1676014601394,715,181539
1676014602346,709,182248
1676014603332,715,182963
1676014604321,737,183700
1676014604340,765,184465
1676014605313,794,185259
1676014606301,823,186082
1676014607291,804,186886
1676014608778,807,187693
1676014608813,802,188495
1676014609273,795,189290
1676014610262,795,190085
1676014611251,847,190932
1676014612242,850,191782
1676014613232,885,192667
1676014614222,983,193650
1676014615212,1140,194790
1676014616202,1171,195961
1676014617686,1143,197104
1676014618677,1076,198180
1676014619666,1009,199189
1676014620658,938,200127
1676014621647,882,201009
1676014622637,828,201837
1676014623627,811,202648
1676014624617,802,203450
1676014624646,834,204284
1676014626597,949,205233
1676014627587,987,206220
1676014628575,1070,207290
1676014629567,1106,208396
1676014630557,1068,209464
1676014631548,1013,210477
1676014631580,933,211410
1676014632537,890,212300
1676014633527,848,213148
1676014634517,832,213980
1676014635507,832,214812
1676014636497,831,215643
1676014637491,846,216489
1676014638477,915,217404
1676014639467,1072,218476
1676014640457,1112,219588
1676014642438,1079,220667
1676014642495,982,221649
1676014644417,939,222588
1676014644450,884,223472
1676014644512,829,224301
1676014645407,783,225084
1676014646397,766,225850
1676014646429,750,226600
1676014647387,743,227343
1676014648377,756,228099
1676014649368,822,228921
1676014650357,922,229843
1676014651347,1088,230931
1676014652335,1107,232038
1676014653327,1065,233103
1676014654317,981,234084
1676014655307,922,235006
1676014656297,878,235884
1676014657287,828,236712
1676014657316,791,237503
1676014658277,776,238279
1676014659267,784,239063
1676014660256,798,239861
1676014661247,802,240663
1676014662237,851,241514
1676014663226,899,242413
1676014664215,1027,243440
1676014665206,1041,244481
1676014666692,1024,245505
1676014666726,913,246418
1676014667682,889,247307
1676014668671,853,248160
1676014669662,803,248963
1676014670652,785,249748
1676014670682,772,250520
1676014671642,766,251286
1676014672632,777,252063
1676014673621,807,252870
1676014674612,864,253734
1676014675601,987,254721
1676014676592,1116,255837
1676014677581,1087,256924
1676014678570,1010,257934
1676014679561,930,258864
1676014680552,893,259757
1676014680583,848,260605
1676014681541,804,261409
1676014682532,776,262185
1676014683521,762,262947
1676014684511,767,263714
1676014685502,788,264502
1676014686492,850,265352
1676014687481,966,266318
1676014688469,1053,267371
1676014689460,1049,268420
1676014689491,970,269390
1676014690451,917,270307
1676014691441,866,271173
1676014693421,829,272002
1676014693488,792,272794
1676014693507,784,273578
1676014694411,771,274349
1676014695401,787,275136
1676014696391,808,275944
1676014697384,874,276818
1676014698371,1042,277860
1676014699361,1123,278983
1676014700351,1083,280066
1676014701341,1003,281069
1676014702330,937,282006
1676014703321,892,282898
1676014704311,853,283751
1676014705301,820,284571
1676014705331,813,285384
1676014706291,821,286205
1676014707280,818,287023
1676014708271,862,287885
1676014709261,893,288778
1676014710251,998,289776
1676014711241,991,290767
1676014712231,993,291760
1676014713221,900,292660
1676014713259,859,293519
1676014714211,822,294341
1676014715201,790,295131
1676014716686,770,295901
1676014717676,775,296676
1676014717702,778,297454
1676014718665,806,298260
1676014719655,855,299115
1676014720646,971,300086
1676014721636,1025,301111
1676014722625,997,302108
1676014723614,945,303053
1676014724606,888,303941
1676014725596,852,304793
1676014725629,819,305612
1676014726586,782,306394
1676014727575,764,307158
1676014728566,757,307915
1676014729555,771,308686
1676014730551,805,309491
1676014731535,871,310362
1676014732525,994,311356
1676014733514,1070,312426
1676014734505,1018,313444
1676014735496,967,314411
1676014735524,914,315325
1676014736486,866,316191
1676014737474,834,317025
1676014738465,797,317822
1676014739453,792,318614
1676014739465,805,319419
1676014740445,799,320218
1676014741435,833,321051
1676014743417,901,321952
1676014743472,953,322905
1676014745396,1017,323922
1676014745449,957,324879
1676014746385,907,325786
1676014747375,872,326658
1676014747409,829,327487
1676014748365,787,328274
1676014749355,762,329036
1676014750345,747,329783
1676014750376,739,330522
1676014751335,752,331274
1676014752325,769,332043
1676014753315,815,332858
1676014754305,860,333718
1676014755295,1006,334724
1676014756285,1065,335789
1676014757275,996,336785
1676014758265,927,337712
1676014759255,879,338591
1676014759292,835,339426
1676014760740,802,340228
1676014761235,784,341012
1676014762227,798,341810
1676014763215,791,342601
1676014763249,791,343392
1676014764203,833,344225
1676014765690,892,345117
1676014766679,983,346100
1676014767670,1053,347153
1676014769155,961,348114
1676014769648,919,349033
1676014770639,878,349911
1676014771629,834,350745
1676014771649,815,351560
1676014772619,781,352341
1676014773610,770,353111