timestamp, rr, since_start 

1676525697051,995,23025
1676525698083,1023,24048
1676525699076,1084,25132
1676525700066,1042,26174
1676525701056,1037,27211
1676525703078,1083,28294
1676525704071,1086,29380
1676525705330,1091,30471
1676525706321,1077,31548
1676525707311,1008,32556
1676525708301,1012,33568
1676525709291,1044,34612
1676525710280,1078,35690
1676525711275,999,36689
1676525712259,944,37633
1676525713249,930,38563
1676525714734,967,39530
1676525714761,1036,40566
1676525715229,959,41525
1676525716220,894,42419
1676525717211,872,43291
1676525718201,859,44150
1676525719190,857,45007
1676525720180,907,45914
1676525721170,1120,47034
1676525723150,1220,48254
1676525724140,1216,49470
1676525725130,1204,50674
1676525727110,1251,51925
1676525728100,1237,53162
1676525729091,1236,54398
1676525730080,1190,55588
1676525731071,1314,56902
1676525733545,1254,58156
1676525734535,1217,59373
1676525735525,1216,60589
1676525736515,1238,61827
1676525737505,1188,63015
1676525739485,1217,64232
1676525740475,1194,65426
1676525741465,1194,66620
1676525742455,1220,67840
1676525744435,1229,69069
1676525745425,1225,70294
1676525746416,1234,71528
1676525747405,1242,72770
1676525748395,1246,74016
1676525750375,1124,75140
1676525752356,1152,76292
1676525752404,1186,77478
1676525753345,1162,78640
1676525754334,1152,79792
1676525756315,1181,80973
1676525757305,1248,82221
1676525758295,1243,83464
1676525759285,1209,84673
1676525760275,1174,85847
1676525761265,1146,86993
1676525763245,1186,88179
1676525764235,1253,89432
1676525765225,1216,90648
1676525766215,1244,91892
1676525768195,1249,93141
1676525769185,1262,94403
1676525770176,1267,95670
1676525771166,1190,96860
1676525772155,1166,98026
1676525774135,1170,99196
1676525775125,1157,100353
1676525776115,1199,101552
1676525777106,1218,102770
1676525778095,1166,103936
1676525780107,1174,105110
1676525781065,1166,106276
1676525782055,1211,107487
1676525783540,1275,108762
1676525784530,1211,109973
1676525786510,1153,111126
1676525787500,1151,112277
1676525788490,1191,113468
1676525789480,1343,114811
1676525791460,1293,116104
1676525792450,1243,117347
1676525793440,1194,118541
1676525794430,1175,119716
1676525795419,1175,120891
1676525796409,1217,122108
1676525798390,1191,123299
1676525799380,1132,124431
1676525800370,1117,125548
1676525801359,1131,126679
1676525802349,1158,127837
1676525803339,1125,128962
1676525805320,1217,130179
1676525806309,1227,131406
1676525807298,1183,132589
1676525808289,1140,133729
1676525809279,1126,134855
1676525810269,1133,135988
1676525812248,1170,137158
1676525813239,1266,138424
1676525814229,1262,139686
1676525815219,1157,140843
1676525816210,1140,141983
1676525817197,1126,143109
1676525819178,1127,144236
1676525820169,1189,145425
1676525821159,1185,146610
1676525822147,1253,147863
1676525823138,1197,149060
1676525824127,1168,150228
1676525826108,1115,151343
1676525827097,1096,152439
1676525828089,1107,153546
1676525830069,1111,154657
1676525830114,1251,155908
1676525831058,1211,157119
1676525833534,1178,158297
1676525834523,1119,159416
1676525835513,1161,160577
1676525836504,1146,161723
1676525837494,1130,162853
1676525839473,1221,164074
1676525840464,1216,165290
1676525841454,1128,166418
1676525842444,1117,167535
1676525843432,1101,168636
1676525844423,1131,169767
1676525845414,1152,170919
1676525847392,1209,172128
1676525848877,1250,173378
1676525849374,1126,174504
1676525849404,967,175471
1676525850363,931,176402
1676525851353,861,177263
1676525851384,826,178089
1676525852342,791,178880
1676525854324,787,179667
1676525854367,766,180433
1676525855313,797,181230
1676525856303,830,182060
1676525857292,820,182880
1676525857322,805,183685
1676525858283,799,184484
1676525859272,791,185275
1676525860263,797,186072
1676525861252,809,186881
1676525861268,886,187767
1676525862242,840,188607
1676525863233,770,189377
1676525864222,749,190126
1676525864239,726,190852
1676525865213,715,191567
1676525866202,702,192269
1676525866220,694,192963
1676525867192,711,193674
1676525868182,697,194371
1676525869173,696,195067
1676525869206,705,195772
1676525870162,716,196488
1676525871153,725,197213
1676525871185,722,197935
1676525872141,724,198659
1676525873133,748,199407
1676525874123,769,200176
1676525875113,775,200951
1676525875147,741,201692
1676525876103,739,202431
1676525877093,738,203169
1676525878083,742,203911
1676525879073,751,204662
1676525879107,785,205447
1676525880063,943,206390
1676525881053,936,207326
1676525882537,891,208217
1676525883529,861,209078
1676525884518,823,209901
1676525884546,801,210702
1676525885508,781,211483
1676525886499,781,212264
1676525887488,833,213097
1676525888478,852,213949
1676525889468,830,214779
1676525889500,820,215599
1676525890458,794,216393
1676525891448,778,217171
1676525892438,761,217932
1676525892467,745,218677
1676525893428,735,219412
1676525894416,741,220153
1676525895408,768,220921
1676525895440,821,221742
1676525896398,809,222551
1676525897388,797,223348
1676525898378,775,224123
1676525898415,758,224881
1676525899368,742,225623
1676525900358,722,226345
1676525901348,706,227051
1676525901380,693,227744
1676525902337,697,228441
1676525904318,721,229162
1676525904373,767,229929
1676525904393,760,230689
1676525905308,756,231445
1676525906298,751,232196
1676525907290,732,232928
1676525907320,729,233657
1676525908277,723,234380
1676525909268,714,235094
1676525909299,708,235802
1676525910258,725,236527
1676525911247,750,237277
1676525912237,746,238023
1676525912267,730,238753
1676525913228,724,239477
1676525914217,713,240190
1676525914246,705,240895
1676525915207,691,241586
1676525916197,683,242269
1676525916229,679,242948
1676525917186,681,243629
1676525918177,719,244348
1676525919167,875,245223
1676525920157,888,246111
1676525921149,852,246963
1676525921182,809,247772
1676525922136,790,248562
1676525923127,761,249323
1676525924118,736,250059
1676525924150,726,250785
1676525925107,717,251502
1676525926097,718,252220
1676525927087,741,252961
1676525927122,740,253701
1676525928077,733,254434
1676525930058,723,255157
1676525930086,712,255869
1676525930123,699,256568
1676525931047,685,257253
1676525931076,672,257925
1676525932532,666,258591
1676525933522,672,259263
1676525934512,711,259974
1676525935502,869,260843
1676525936492,897,261740
1676525936520,890,262630
1676525937482,831,263461
1676525938472,801,264262
1676525939462,763,265025
1676525939494,734,265759
1676525940452,717,266476
1676525941442,702,267178
1676525941475,695,267873
1676525942432,701,268574
1676525943422,721,269295
1676525944412,735,270030
1676525944441,722,270752
1676525945402,712,271464
1676525946392,701,272165
1676525946424,689,272854
1676525947382,678,273532
1676525948372,669,274201
1676525948414,670,274871
1676525949362,675,275546
1676525950352,734,276280
1676525951342,823,277103
1676525952330,844,277947
1676525952357,823,278770
1676525953322,784,279554
1676525954312,764,280318
1676525955302,725,281043
1676525955334,700,281743
1676525956292,683,282426
1676525957282,672,283098
1676525957318,669,283767
1676525958271,669,284436
1676525959262,692,285128
1676525959291,728,285856
1676525960252,730,286586
1676525961242,731,287317
1676525962231,716,288033
1676525962256,705,288738
1676525963222,696,289434
1676525964212,689,290123
1676525964241,681,290804
1676525965202,675,291479
1676525966192,686,292165
1676525967181,737,292902
1676525968172,793,293695
1676525968202,843,294538
1676525969159,812,295350
1676525970152,784,296134
1676525971142,763,296897
1676525971170,750,297647
1676525972131,727,298374
1676525973121,726,299100
1676525973160,718,299818
1676525974112,717,300535
1676525975102,747,301282
1676525976092,747,302029
1676525976122,735,302764
1676525977080,721,303485
1676525978070,709,304194
1676525978086,696,304890
1676525979062,681,305571
1676525980051,670,306241
1676525980090,663,306904
1676525981537,667,307571
1676525982526,677,308248
1676525983517,712,308960
1676525984506,763,309723
1676525984535,817,310540
1676525985991,801,311341
1676525986486,793,312134
1676525987476,778,312912
1676525987509,758,313670
1676525988466,722,314392
1676525989456,708,315100
1676525989493,701,315801
1676525990447,699,316500
1676525991436,699,317199
1676525992425,719,317918
1676525993416,812,318730
1676525993453,825,319555
1676525994406,814,320369
1676525995397,791,321160
1676525996387,759,321919
1676525996422,741,322660
1676525997376,732,323392
1676525998367,721,324113
1676525999357,720,324833
1676525999386,760,325593
1676526000347,832,326425
1676526001337,829,327254
1676526002326,804,328058
1676526004307,787,328845
1676526004340,772,329617
1676526004394,748,330365
1676526005296,737,331102
1676526005331,719,331821
1676526006286,712,332533
1676526007276,709,333242
1676526008266,712,333954
1676526008299,754,334708
1676526009257,760,335468
1676526010247,773,336241
1676526011237,757,336998
1676526011272,746,337744
1676526012226,725,338469
1676526013217,711,339180
1676526013263,698,339878
1676526014206,683,340561
1676526015691,677,341238
1676526016186,680,341918
1676526016215,708,342626
1676526017175,772,343398
1676526018166,811,344209
1676526019156,814,345023
1676526020146,785,345808
1676526020175,760,346568
1676526021136,744,347312
1676526022125,712,348024
1676526022147,695,348719
1676526023116,684,349403
1676526024106,679,350082
1676526024153,674,350756
1676526025097,687,351443
1676526026087,692,352135
1676526026107,694,352829
1676526027074,693,353522
1676526028064,684,354206
1676526028083,673,354879
1676526029056,668,355547
1676526030046,654,356201
1676526030082,656,356857
1676526031531,654,357511
1676526032520,665,358176
1676526033509,695,358871
1676526033523,712,359583
1676526034499,728,360311